ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1169,-37.9031,0.9907407405762569,3.959259259289638,,,2
1,145.117906,-37.903177,11.050740740756737,3.189259259315236,6DDe45E3,3,0
2,145.11782,-37.903626,10.190740740654292,-1.3007407407172877,F59aAB1A,6,0
3,145.116176,-37.90388,-6.249259259334394,-3.840740740699289,a793B57E,13,0
4,145.116846,-37.903963,0.4507407408027575,-4.670740740664314,1d3Daaf0,19,0
5,145.116528,-37.903922,-2.72925925941081,-4.260740740704705,F74C3D1F,22,0
6,145.116944,-37.903667,1.430740740602232,-1.710740740676897,2372ec84,26,0
7,145.116396,-37.903289,-4.0492592592045185,2.069259259300793,f0c9b3F5,28,0
8,145.117386,-37.904115,5.850740740811489,-6.190740740663614,4898D0E5,31,0
9,145.116687,-37.903933,-1.1392592591619177,-4.370740740711199,aFca9DeF,35,0
10,145.116452,-37.902902,-3.489259259197297,5.939259259335472,DDa37F24,36,0
11,145.11606,-37.90313,-7.409259259247847,3.6592592593365225,621c71Aa,37,0
12,145.116769,-37.902943,-0.31925925924269904,5.529259259304808,8A27BCB5,38,0
13,145.116347,-37.903901,-4.539259259388473,-4.05074074066647,EDBBABaa,39,0
14,145.117427,-37.903855,6.260740740628989,-3.5907407406909897,c12B2BEa,40,0
15,145.117034,-37.903263,2.3307407406036873,2.3292592592838446,E8FAdD76,44,0
16,145.116019,-37.903382,-7.819259259349565,1.1392592593040263,B172Ab74,48,0
17,145.117625,-37.903771,8.240740740745878,-2.7507407406801576,,,1
18,145.116264,-37.90312,-5.369259259282444,3.7592592592972096,,,1
19,145.116216,-37.903324,-5.849259259207429,1.7192592593318068,,,1
20,145.116465,-37.903071,-3.3592592592412984,4.2492592593390555,,,1
21,145.1169,-37.9031,0.9907407405762569,3.959259259289638,,,1
22,145.117166,-37.903149,3.650740740681613,3.4692592593188465,,,1
23,145.117676,-37.903453,8.75074074059512,0.4292592593202471,,,1
24,145.116298,-37.903761,-5.02925925928821,-2.6507407407194705,,,1
25,145.116514,-37.903776,-2.869259259341561,-2.8007407406960283,,,1
26,145.116804,-37.903817,0.030740740726287186,-3.2107407406556376,,,1
