ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1128,-37.9013,9.177058823297557,-2.808823529392157,,,2
1,145.111743,-37.901109,-1.3929411767321653,-0.8988235293827529,d2Eec1F9,1,0
2,145.110945,-37.900977,-9.372941176764016,0.42117647062411834,eda1beBe,3,0
3,145.11101,-37.900643,-8.722941176699806,3.7611764705758333,bD9E4776,6,0
4,145.11208,-37.900625,1.9770588232859154,3.941176470618757,4c096bc3,7,0
5,145.112796,-37.900986,9.137058823398547,0.3311764705671294,3eE872dE,8,0
6,145.112454,-37.900985,5.717058823506704,0.3411764706129361,0e5e29DA,10,0
7,145.111283,-37.901025,-5.992941176771183,-0.05882352937192081,d5dAbBef,15,0
8,145.111453,-37.901037,-4.2929411765157965,-0.1788235294242213,719bc3Eb,21,0
9,145.112316,-37.90115,4.337058823296047,-1.3088235294134165,83d92dCC,25,0
10,145.11175,-37.901239,-1.3229411766246812,-2.198823529369065,,,1
11,145.111143,-37.90077,-7.392941176647128,2.4911764705848327,,,1
12,145.111167,-37.901144,-7.152941176684635,-1.2488235294227934,,,1
13,145.111448,-37.901181,-4.342941176673776,-1.6188235294123388,,,1
14,145.112346,-37.901288,4.637058823391271,-2.688823529410911,,,1
15,145.112661,-37.901324,7.7870588233963645,-3.048823529425704,,,1
16,145.112604,-37.900542,7.217058823414391,4.771176470583782,,,1
