ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1164,-37.9016,3.9534117647122002,1.0945882353041725,,,2
1,145.116689,-37.902328,6.843411764805296,-6.185411764647597,A15cD0a3,1.0,0
2,145.116093,-37.901141,0.8834117647893436,5.684588235297383,DeDaB3Bd,8.0,0
3,145.117163,-37.901796,11.583411764775065,-0.8654117646500481,9f68407f,11.0,0
4,145.117241,-37.902284,12.363411764795273,-5.745411764692676,B3d4e7A0,15.0,0
5,145.115537,-37.901761,-4.676588235383861,-0.5154117646810619,bd05AF9b,17.0,0
6,145.114727,-37.901163,-12.776588235396957,5.46458823535545,c0CeBFB8,18.0,0
7,145.116904,-37.902134,8.993411764777193,-4.245411764642881,CE85b33B,24.0,0
8,145.116246,-37.90206,2.413411764621287,-3.5054117646637906,5B3a918f,31.0,0
9,145.115149,-37.901853,-8.556588235251184,-1.4354117647030762,d4d0Bae5,34.0,0
10,145.116194,-37.902313,1.8934117647972926,-6.035411764671039,cf8DF5CC,43.0,0
11,145.116069,-37.901418,0.6434117648268511,2.914588235327642,e1f8CD05,44.0,0
12,145.114963,-37.901281,-10.416588235386826,4.284588235350384,b2aaB62b,50.0,0
13,145.11574,-37.901377,-2.64658823539321,3.3245882353583056,7b6D3f2B,53.0,0
14,145.115361,-37.901599,-6.436588235203544,1.1045882353499792,,,1
15,145.115315,-37.901876,-6.896588235179024,-1.6654117646908162,,,1
16,145.114972,-37.901428,-10.326588235329837,2.8145882352959006,,,1
17,145.115785,-37.901526,-2.1965882353924826,1.8345882353543175,,,1
18,145.116214,-37.90157,2.0934117648607753,1.3945882353283423,,,1
19,145.116449,-37.901639,4.4434117646119375,0.704588235294068,,,1
20,145.116669,-37.901579,6.643411764741813,1.3045882353424076,,,1
21,145.116392,-37.902169,3.8734117646299637,-4.595411764682922,,,1
22,145.116837,-37.902264,8.323411764763478,-5.545411764700248,,,1
23,145.116355,-37.901161,3.5034117647114726,5.484588235304955,2a0fCc1F,4.0,0
