ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1164,-37.9016,1.3945833333650626,-0.254166666664446,,,2
1,145.116355,-37.901161,0.944583333364335,4.135833333336336,2a0fCc1F,4,0
2,145.116616,-37.901161,3.5545833333117116,4.135833333336336,C9bfeFA4,6,0
3,145.115936,-37.901114,-3.2454166665729645,4.605833333357623,A719Fe18,7,0
4,145.116756,-37.902123,4.954583333471874,-5.48416666667606,4AEa1fF5,13,0
5,145.115174,-37.901728,-10.865416666661076,-1.534166666630199,0496bE8e,16,0
6,145.116272,-37.901944,0.11458333347036387,-3.6941666666479023,cc8a8D2e,19,0
7,145.116835,-37.901728,5.744583333466835,-1.534166666630199,2Bcdd3ef,22,0
8,145.116547,-37.901426,2.8645833333484916,1.4858333333478413,8CeEB96F,23,0
9,145.116853,-37.901458,5.924583333296596,1.1658333333741666,180F9AB1,26,0
10,145.116376,-37.901423,1.1545833334025701,1.5158333333431528,a86d9d7a,29,0
11,145.11588,-37.901685,-3.805416666580186,-1.1041666666500305,f6DF9bB4,30,0
12,145.117092,-37.901197,8.314583333515202,3.7758333333215433,4af2Ba17,41,0
13,145.114778,-37.901984,-14.825416666610636,-4.094166666632759,C194D966,49,0
14,145.115899,-37.901397,-3.6154166664914555,1.7758333333262044,d6523e38,51,0
15,145.117004,-37.901758,7.434583333463252,-1.8341666666543688,838A4C60,55,0
16,145.115593,-37.901365,-6.675416666723777,2.0958333333709334,109c9D55,57,0
17,145.115315,-37.901876,-9.455416666526162,-3.0141666666594347,,,1
18,145.115785,-37.901526,-4.75541666673962,0.485833333385699,,,1
19,145.116214,-37.90157,-0.4654166664863624,0.04583333335972384,,,1
20,145.1164,-37.9016,1.3945833333650626,-0.254166666664446,,,1
21,145.116669,-37.901579,4.084583333394676,-0.044166666626210827,,,1
22,145.117023,-37.901619,7.624583333267765,-0.44416666661106774,,,1
23,145.116481,-37.901768,2.204583333309529,-1.9341666666150559,,,1
