ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1128,-37.9023,-4.058524590107027,-1.2569672130524623,,,2
1,145.113061,-37.901847,-1.44852459015965,3.2730327869501252,e5A71d5F,8.0,0
2,145.113417,-37.902481,2.111475409947161,-3.0669672131011794,Cb7dECef,13.0,0
3,145.113643,-37.902507,4.3714754099255515,-3.326967213084231,Bba92d50,14.0,0
4,145.113459,-37.904226,2.5314754100236314,-20.516967213097814,C0D1EB99,25.0,0
5,145.11316,-37.901263,-0.45852459010120583,9.113032786913777,dAFa6FCa,30.0,0
6,145.113557,-37.903697,3.511475409823106,-15.226967213095577,dBB6b1B2,34.0,0
7,145.112865,-37.902897,-3.4085245900428163,-7.2269672131142215,413ccFAd,35.0,0
8,145.113348,-37.902189,1.421475409983941,-0.1469672130838262,4E57F4a0,40.0,0
9,145.113193,-37.90372,-0.12852459008172445,-15.456967213083317,A3a0AbEC,45.0,0
10,145.113303,-37.900491,0.9714754099832135,16.833032786891522,abd8E61e,50.0,0
11,145.113597,-37.903594,3.9114754099500715,-14.196967213067069,7Ae5a7c4,52.0,0
12,145.113358,-37.902773,1.5214754100156824,-5.9869672131185325,6d601F80,53.0,0
13,145.113129,-37.90143,-0.7685245901711824,7.44303278693792,Ca18f89E,55.0,0
14,145.113579,-37.901468,3.7314754098360936,7.063032786902568,DAdFE1C4,57.0,0
15,145.112952,-37.902384,-2.5385245899656184,-2.0969672130632944,0d19FF31,58.0,0
16,145.113091,-37.901645,-1.1485245900644259,5.293032786894969,Dbe5e5E5,60.0,0
17,145.113527,-37.90221,3.211475410012099,-0.3569672130510071,7ddded6E,63.0,0
18,145.112786,-37.903336,-4.198524590037778,-11.616967213115004,ca2e543d,65.0,0
19,145.112733,-37.903632,-4.728524590120742,-14.57696721310242,ddFDA2F9,66.0,0
20,145.112706,-37.901474,-4.9985245900074915,7.003032786911945,dcdCe5CB,68.0,0
21,145.112796,-37.900986,-4.098524590006036,11.883032786883518,aEA3cd64,69.0,0
22,145.112785,-37.901046,-4.20852459001253,11.283032786906233,AA2AeBdF,70.0,0
23,145.112814,-37.900702,-3.9185245901762755,14.72303278688969,F77E8e62,71.0,0
24,145.113361,-37.900231,1.5514754099399397,19.4330327869352,cA669e5b,73.0,0
25,145.112767,-37.901193,-4.388524590126508,9.813032786922804,a4FFE1fb,74.0,0
26,145.113365,-37.900373,1.5914754098389494,18.013032786896588,,,1
27,145.113035,-37.900725,-1.7085245900716473,14.49303278690195,,,1
28,145.112672,-37.901325,-5.338524590001725,8.493032786915933,,,1
29,145.113416,-37.902337,2.1014754099724087,-1.626967213113062,,,1
30,145.113681,-37.902371,4.751475410103012,-1.9669672131072957,,,1
31,145.113765,-37.903463,5.591475409971736,-12.886967213106004,,,1
32,145.113701,-37.903827,4.951475409882278,-16.52696721308189,,,1
33,145.112915,-37.902274,-2.9085245901683265,-0.9969672130694107,,,1
34,145.112676,-37.902715,-5.298524590102716,-5.406967213090752,,,1
35,145.112583,-37.903221,-6.228524590028428,-10.46696721310525,,,1
36,145.112523,-37.903554,-6.828524589934659,-13.796967213082212,,,1
37,145.112992,-37.900972,-2.13852459012287,12.023032786885324,,,1
38,145.112922,-37.901375,-2.8385245900608425,7.9930327868993345,,,1
39,145.112854,-37.901744,-3.51852459004931,4.303032786907579,,,1
40,145.113115,-37.901507,-0.9085245901019334,6.673032786892463,a32AAcc4,3.0,0
41,145.113105,-37.901565,-1.0085245901336748,6.093032786935737,05260a3F,4.0,0
42,145.113467,-37.901549,2.611475410105868,6.253032786887047,108acD28,5.0,0
43,145.11369,-37.902994,4.841475409875784,-8.196967213081052,54bcfBA0,6.0,0
