ID,Lat,Lng,Lat-Offset,Lng-Offset,Meter_ID,NMI,"Node Type (0=customer, 1=pole)"
0,145.1128,-37.9023,-3.8734482760105493,-2.6824137930958614,,,2
1,145.113115,-37.901507,-0.7234482760054561,5.247586206849064,a32AAcc4,3,0
2,145.113105,-37.901565,-0.8234482760371975,4.667586206892338,05260a3F,4,0
3,145.113467,-37.901549,2.796551724202345,4.827586206843648,108acD28,5,0
4,145.11369,-37.902994,5.026551723972261,-9.622413793124451,54bcfBA0,6,0
5,145.112759,-37.903489,-4.28344827582805,-14.572413793132455,7AC65FF0,9,0
6,145.113624,-37.903442,4.3665517239332985,-14.102413793111168,6aaca1FA,10,0
7,145.113529,-37.902494,3.416551724058081,-4.622413793100577,59d9Cc63,12,0
8,145.113692,-37.902993,5.046551723921766,-9.612413793149699,fFb532d1,21,0
9,145.112865,-37.900424,-3.223448275946339,16.077586206861838,fF0EceCC,27,0
10,145.112903,-37.902747,-2.8434482760530955,-7.152413793107826,CB0CB2Eb,28,0
11,145.113146,-37.901338,-0.4134482759354796,6.937586206845481,c491E8e1,31,0
12,145.112812,-37.903183,-3.753448276029303,-11.512413793113296,8Cc6BBf8,33,0
13,145.113202,-37.901103,0.14655172407174177,9.28758620688086,7CaE16b4,42,0
14,145.113616,-37.901646,4.286551724135279,3.8575862068768174,F3273cfb,54,0
15,145.113256,-37.900806,0.6865517241294583,12.25758620684303,0216015F,56,0
16,145.113282,-37.900652,0.9465517240414556,13.797586206862889,aed85CcA,62,0
17,145.112814,-37.900886,-3.7334482760797982,11.457586206873316,d16fc050,72,0
18,145.113416,-37.902337,2.286551724068886,-3.052413793156461,,,1
19,145.113681,-37.902371,4.936551724199489,-3.392413793150695,,,1
20,145.113865,-37.902903,6.7765517241014095,-8.712413793148244,,,1
21,145.113817,-37.903166,6.296551724176425,-11.34241379311618,,,1
22,145.112915,-37.902274,-2.7234482760718493,-2.42241379311281,,,1
23,145.112676,-37.902715,-5.113448276006238,-6.832413793134151,,,1
24,145.112583,-37.903221,-6.043448275931951,-11.892413793148648,,,1
25,145.113035,-37.900725,-1.52344827597517,13.06758620685855,,,1
26,145.112992,-37.900972,-1.9534482760263927,10.597586206841925,,,1
27,145.112922,-37.901375,-2.653448275964365,6.567586206855935,,,1
28,145.112854,-37.901744,-3.3334482759528328,2.87758620686418,,,1
