From,To,R,X
0,33,0.0593330348537831,0.0001
33,39,0.0323983357909755,0.0001
39,1,0.0001,0.0323983357909755
33,29,0.0107720325426515,0.0001
29,2,0.0388234856863035,0.0001
29,30,0.0071141703945668,0.0001
30,3,0.1390903866873408,0.0001
30,31,0.0374152688924474,0.0677815074062691
31,32,0.0926276054815778,0.0001
32,4,0.1147910212371416,0.0001
39,38,0.0338793074763837,0.0502962885135093
38,5,0.0888298772206972,0.0177132008238736
32,6,0.0001,0.0729107042508916
33,34,0.0682248088150488,0.1716517340919555
34,7,0.1332342378673028,0.0001
29,8,0.0001,0.0001
34,35,0.0001,0.0001
35,36,0.0193327175942525,0.0538640432607834
36,9,0.1450338962609655,0.0010507650551418
38,37,0.0001,0.0001
37,27,0.0526317645912748,0.0001
27,26,0.0944842345944734,0.0001
26,10,0.0537210773076621,0.0001
31,11,0.0754034704225439,0.0001
29,12,0.0001,0.0001
38,13,0.0121117893356644,0.0001
38,14,0.0001,0.0334106286059891
33,15,0.0001,0.0001
39,16,0.1706610916186179,0.1268965592645852
30,17,0.1515143133587784,0.0001
35,18,0.0001,0.0001
36,19,0.0950443239938581,0.1343623274142497
38,28,0.0001,0.0001
28,20,0.0640398982636769,0.0001
37,21,0.0663634245172457,0.0001
37,22,0.0113063347118611,0.0001
27,23,0.0949269914160058,0.0001
26,24,0.0001,0.0001
28,25,0.0001,0.4122231357064967
0,61,0.0061927181015533,0.0969488975397219
61,67,0.0220464083677656,0.0001
67,66,0.0390451502843929,0.0001
66,40,0.0033636667402537,0.0220464083677656
67,41,0.0233135821099774,0.0001
66,42,0.0001,0.037086267103837
61,57,0.0366584691778404,0.0298628398112326
57,58,0.0001,0.0001
58,59,0.0591269706258314,0.0001
59,43,0.1393250705866234,0.1834912527880064
61,62,0.0286738863007882,0.0228307315647881
62,63,0.0411520219187465,0.0001
63,44,0.0630984315873923,0.0001
59,60,0.0001,0.0001
60,45,0.2715977580006217,0.0342172030604588
58,46,0.0001,0.0001
60,47,0.0320111104920924,0.1652950746193687
66,65,0.0197881901267373,0.0001
65,64,0.0546945841320839,0.0039220880145532
64,48,0.0720048034148869,0.0001
62,49,0.0102941656690521,0.0001
66,50,0.0188933362785204,0.0001
63,51,0.0001,0.0001
65,52,0.0141911751339423,0.1917342208743605
57,53,0.0001,0.0475830495791315
64,54,0.0467963449576758,0.4429186723247719
64,55,0.0182108520945019,0.0001
65,56,0.0368978247589573,0.0001
0,113,0.0935335266675675,0.0093635318867014
113,105,0.0058273533099238,0.0001
105,106,0.0490851188699989,0.0156230092345383
106,107,0.0001,0.0001
107,108,0.0001,0.0001
108,109,0.0001,0.0001
109,110,0.0488198156717886,0.0001
110,111,0.0364006970945791,0.0001
111,112,0.0100879194794495,0.0001
112,68,0.239470632700499,0.0001
112,69,0.0001,0.0001
108,70,0.0001,0.0123464760710084
109,71,0.2070350302573444,0.1467758488141415
107,72,0.0001,0.0001
113,121,0.0001,0.0001
121,120,0.0131217457428484,0.0001
120,119,0.0259359013808792,0.0088575402291409
119,73,0.0761530920327103,0.7052699284734127
105,74,0.0600459753323129,0.047309826985413
113,114,0.0656943106498304,0.2290366271012685
114,115,0.0001,0.0054394429660429
115,116,0.0001,0.0001
116,75,0.1548122285812896,0.0242851127404817
116,76,0.1856831691353441,0.0392792882639436
106,77,0.1726511747748863,0.0001
112,78,0.0673942525666602,0.0001
112,79,0.0277710095023882,0.0001
119,118,0.0014625828376405,0.0001
118,117,0.0450560962287208,0.1618015749488146
117,101,0.0637303113032904,0.0505908782908009
101,80,0.1179168902963515,0.0001
120,81,0.1014316953881346,0.0001
115,82,0.0001,0.0001
118,83,0.0001,0.0201487137604378
113,104,0.0627863232311401,0.1305107193456137
104,84,0.0325407588241081,0.2372923685836914
121,85,0.0001,0.2126142141880561
114,86,0.1815119007079431,0.0001
111,87,0.0001,0.0001
111,88,0.0001,0.0001
101,102,0.0001,0.0001
102,103,0.0001,0.0001
103,89,0.0235780927414482,0.3151037410986045
120,90,0.0001,0.0001
117,91,0.126336268290769,0.0001
117,92,0.0001,0.0001
118,93,0.2280301901635099,0.2309901902684966
105,94,0.0903795748027335,0.0001
110,95,0.0001,0.0001
119,96,0.0001,0.0001
104,97,0.219931245980361,0.0001
119,98,0.0001,0.0001
102,99,0.0936359498382838,0.4049080013236721
103,100,0.0001,0.0001
